Source,Target,Relation Type,Weight
MESH:D009101,Hypergammaglobulinemia,symptom-disease,337.504
MESH:D008258,Hypergammaglobulinemia,symptom-disease,82.2771
MESH:D001943,Hypergammaglobulinemia,symptom-disease,6.7165
MESH:D015179,Hypergammaglobulinemia,symptom-disease,1.67913
MESH:D013274,Hypergammaglobulinemia,symptom-disease,6.7165
MESH:D010190,Hypergammaglobulinemia,symptom-disease,1.67913
MESH:D010051,Hypergammaglobulinemia,symptom-disease,1.67913
MESH:D008175,Hypergammaglobulinemia,symptom-disease,21.8286
MESH:D011471,Hypergammaglobulinemia,symptom-disease,3.35825
MESH:D054990,Hypergammaglobulinemia,symptom-disease,26.866
MESH:D001260,Hypergammaglobulinemia,symptom-disease,8.39563
MESH:D000741,Hypergammaglobulinemia,symptom-disease,21.8286
MESH:D005199,Hypergammaglobulinemia,symptom-disease,1.67913
MESH:D014923,Hypergammaglobulinemia,symptom-disease,1.67913
MESH:D013922,Hypergammaglobulinemia,symptom-disease,3.35825
MESH:D000361,Hypergammaglobulinemia,symptom-disease,38.6199
MESH:D009190,Hypergammaglobulinemia,symptom-disease,8.39563
MESH:D011087,Hypergammaglobulinemia,symptom-disease,5.03738
MESH:D055728,Hypergammaglobulinemia,symptom-disease,10.0748
MESH:D017681,Hypergammaglobulinemia,symptom-disease,5.03738
MESH:D016116,Hypergammaglobulinemia,symptom-disease,1.67913
MESH:D010505,Hypergammaglobulinemia,symptom-disease,112.501
MESH:D008180,Hypergammaglobulinemia,symptom-disease,92.3519
MESH:D017074,Hypergammaglobulinemia,symptom-disease,8.39563
MESH:D015473,Intermittent_Claudication,symptom-disease,2.2183
MESH:D012516,Intermittent_Claudication,symptom-disease,2.2183
MESH:D009101,Intermittent_Claudication,symptom-disease,4.43661
MESH:D008258,Intermittent_Claudication,symptom-disease,2.2183
MESH:D001943,Intermittent_Claudication,symptom-disease,2.2183
MESH:D010190,Intermittent_Claudication,symptom-disease,2.2183
MESH:D011471,Intermittent_Claudication,symptom-disease,2.2183
MESH:D002538,Intermittent_Claudication,symptom-disease,2.2183
MESH:D000741,Intermittent_Claudication,symptom-disease,2.2183
MESH:D013922,Intermittent_Claudication,symptom-disease,2.2183
MESH:D011087,Intermittent_Claudication,symptom-disease,2.2183
MESH:D019851,Intermittent_Claudication,symptom-disease,2.2183
MESH:D008180,Intermittent_Claudication,symptom-disease,8.87321
MESH:D054198,Mobility_Limitation,symptom-disease,5.52771
MESH:D009456,Mobility_Limitation,symptom-disease,5.52771
MESH:D001943,Mobility_Limitation,symptom-disease,8.29157
MESH:D015179,Mobility_Limitation,symptom-disease,2.76386
MESH:D010190,Mobility_Limitation,symptom-disease,5.52771
MESH:D008175,Mobility_Limitation,symptom-disease,2.76386
MESH:D011471,Mobility_Limitation,symptom-disease,2.76386
MESH:D001943,Motion_Sickness,symptom-disease,10.486
MESH:D015470,Neurologic_Manifestations,symptom-disease,0.769356
MESH:D008415,Neurologic_Manifestations,symptom-disease,0.139883
MESH:D005910,Neurologic_Manifestations,symptom-disease,0.699414
MESH:D008527,Neurologic_Manifestations,symptom-disease,0.48959
MESH:D006528,Neurologic_Manifestations,symptom-disease,0.0699414
MESH:D009456,Neurologic_Manifestations,symptom-disease,1.189
MESH:D009101,Neurologic_Manifestations,symptom-disease,1.67859
MESH:D008258,Neurologic_Manifestations,symptom-disease,0.839297
MESH:D001943,Neurologic_Manifestations,symptom-disease,0.699414
MESH:D013274,Neurologic_Manifestations,symptom-disease,0.209824
MESH:D010190,Neurologic_Manifestations,symptom-disease,1.11906
MESH:D010051,Neurologic_Manifestations,symptom-disease,0.279766
MESH:D008175,Neurologic_Manifestations,symptom-disease,2.23813
MESH:D011471,Neurologic_Manifestations,symptom-disease,0.139883
MESH:D054990,Neurologic_Manifestations,symptom-disease,0.209824
MESH:D001260,Neurologic_Manifestations,symptom-disease,0.48959
MESH:D002538,Neurologic_Manifestations,symptom-disease,0.209824
MESH:D000741,Neurologic_Manifestations,symptom-disease,0.0699414
MESH:D013922,Neurologic_Manifestations,symptom-disease,0.209824
MESH:D000361,Neurologic_Manifestations,symptom-disease,0.139883
MESH:D011087,Neurologic_Manifestations,symptom-disease,0.699414
MESH:D010505,Neurologic_Manifestations,symptom-disease,0.139883
MESH:D008180,Neurologic_Manifestations,symptom-disease,4.68607
MESH:D002538,Cerebrospinal_Fluid_Otorrhea,symptom-disease,3.1883
MESH:D005910,Cerebrospinal_Fluid_Rhinorrhea,symptom-disease,13.3874
MESH:D009456,Cerebrospinal_Fluid_Rhinorrhea,symptom-disease,5.35494
MESH:D001943,Cerebrospinal_Fluid_Rhinorrhea,symptom-disease,10.7099
MESH:D020288,Cerebrospinal_Fluid_Rhinorrhea,symptom-disease,2.67747
MESH:D011471,Cerebrospinal_Fluid_Rhinorrhea,symptom-disease,8.03242
MESH:D002538,Cerebrospinal_Fluid_Rhinorrhea,symptom-disease,10.7099
MESH:D008527,Decerebrate_State,symptom-disease,2.94468
MESH:D002538,Decerebrate_State,symptom-disease,2.94468
MESH:D008180,Decerebrate_State,symptom-disease,2.94468
MESH:D010051,Dyskinesias,symptom-disease,2.24386
MESH:D012415,Dyskinesias,symptom-disease,0.747952
MESH:D054198,Ataxia,symptom-disease,3.65898
MESH:D015464,Ataxia,symptom-disease,2.43932
MESH:D015473,Ataxia,symptom-disease,1.21966
MESH:D005910,Ataxia,symptom-disease,4.87864
MESH:D008527,Ataxia,symptom-disease,8.53762
MESH:D006528,Ataxia,symptom-disease,1.21966
MESH:D018288,Ataxia,symptom-disease,6.0983
MESH:D009456,Ataxia,symptom-disease,7.31796
MESH:D009101,Ataxia,symptom-disease,2.43932
MESH:D008258,Ataxia,symptom-disease,2.43932
MESH:D001943,Ataxia,symptom-disease,8.53762
MESH:D015179,Ataxia,symptom-disease,1.21966
MESH:D013274,Ataxia,symptom-disease,1.21966
MESH:D010051,Ataxia,symptom-disease,1.21966
MESH:D008175,Ataxia,symptom-disease,8.53762
MESH:D011471,Ataxia,symptom-disease,1.21966
MESH:D001749,Ataxia,symptom-disease,1.21966
MESH:D001260,Ataxia,symptom-disease,8.53762
MESH:D002538,Ataxia,symptom-disease,4.87864
MESH:D014923,Ataxia,symptom-disease,1.21966
MESH:D000361,Ataxia,symptom-disease,6.0983
MESH:D008180,Ataxia,symptom-disease,7.31796
MESH:D015470,Cerebellar_Ataxia,symptom-disease,6.83514
MESH:D015473,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D009396,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D005910,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D008527,Cerebellar_Ataxia,symptom-disease,5.12636
MESH:D006528,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D018288,Cerebellar_Ataxia,symptom-disease,11.9615
MESH:D009101,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D008258,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D001943,Cerebellar_Ataxia,symptom-disease,18.7966
MESH:D013274,Cerebellar_Ataxia,symptom-disease,5.12636
MESH:D010190,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D010051,Cerebellar_Ataxia,symptom-disease,8.54393
MESH:D008175,Cerebellar_Ataxia,symptom-disease,23.923
MESH:D001749,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D054990,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D001260,Cerebellar_Ataxia,symptom-disease,22.2142
MESH:D002538,Cerebellar_Ataxia,symptom-disease,3.41757
MESH:D000741,Cerebellar_Ataxia,symptom-disease,3.41757
MESH:D017681,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D019851,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D019871,Cerebellar_Ataxia,symptom-disease,1.70879
MESH:D008180,Cerebellar_Ataxia,symptom-disease,13.6703
MESH:D018288,Gait_Ataxia,symptom-disease,8.40653
MESH:D009456,Gait_Ataxia,symptom-disease,2.80218
MESH:D008258,Gait_Ataxia,symptom-disease,2.80218
MESH:D010051,Gait_Ataxia,symptom-disease,5.60435
MESH:D008175,Gait_Ataxia,symptom-disease,8.40653
MESH:D001260,Gait_Ataxia,symptom-disease,2.80218
MESH:D002538,Gait_Ataxia,symptom-disease,5.60435
MESH:D019851,Gait_Ataxia,symptom-disease,2.80218
MESH:D008180,Gait_Ataxia,symptom-disease,2.80218
MESH:D018288,Athetosis,symptom-disease,2.58216
MESH:D008175,Athetosis,symptom-disease,2.58216
MESH:D001260,Athetosis,symptom-disease,15.493
MESH:D002538,Athetosis,symptom-disease,7.74649
MESH:D011087,Athetosis,symptom-disease,5.16432
MESH:D008180,Athetosis,symptom-disease,15.493
MESH:D054198,Chorea,symptom-disease,3.98597
MESH:D008415,Chorea,symptom-disease,3.98597
MESH:D018288,Chorea,symptom-disease,9.96492
MESH:D001943,Chorea,symptom-disease,1.99298
MESH:D010190,Chorea,symptom-disease,1.99298
MESH:D008175,Chorea,symptom-disease,15.9439
MESH:D001260,Chorea,symptom-disease,7.97193
MESH:D002538,Chorea,symptom-disease,11.9579
MESH:D011087,Chorea,symptom-disease,37.8667
MESH:D008180,Chorea,symptom-disease,149.474
MESH:D005910,Dystonia,symptom-disease,3.07222
MESH:D018288,Dystonia,symptom-disease,3.07222
MESH:D009456,Dystonia,symptom-disease,1.53611
MESH:D001943,Dystonia,symptom-disease,3.07222
MESH:D010190,Dystonia,symptom-disease,1.53611
MESH:D008175,Dystonia,symptom-disease,3.07222
MESH:D001260,Dystonia,symptom-disease,7.68055
MESH:D002538,Dystonia,symptom-disease,4.60833
MESH:D055728,Dystonia,symptom-disease,1.53611
MESH:D008180,Dystonia,symptom-disease,6.14444
MESH:D005910,Torticollis,symptom-disease,2.15499
MESH:D009456,Torticollis,symptom-disease,2.15499
MESH:D008175,Torticollis,symptom-disease,2.15499
MESH:D006502,Torticollis,symptom-disease,2.15499
MESH:D001260,Torticollis,symptom-disease,2.15499
MESH:D002538,Torticollis,symptom-disease,4.30998
MESH:D019851,Torticollis,symptom-disease,2.15499
MESH:D008180,Torticollis,symptom-disease,2.15499
MESH:D005910,Hyperkinesis,symptom-disease,7.023
MESH:D011087,Hyperkinesis,symptom-disease,2.341
MESH:D008180,Hyperkinesis,symptom-disease,4.682
MESH:D008175,Hypokinesia,symptom-disease,2.87929
MESH:D005910,Myoclonus,symptom-disease,10.6504
MESH:D008527,Myoclonus,symptom-disease,1.77507
MESH:D018288,Myoclonus,symptom-disease,8.87535
MESH:D009456,Myoclonus,symptom-disease,3.55014
MESH:D001943,Myoclonus,symptom-disease,1.77507
MESH:D013274,Myoclonus,symptom-disease,1.77507
MESH:D010051,Myoclonus,symptom-disease,5.32521
MESH:D020288,Myoclonus,symptom-disease,1.77507
MESH:D008175,Myoclonus,symptom-disease,10.6504
MESH:D001749,Myoclonus,symptom-disease,1.77507
MESH:D001260,Myoclonus,symptom-disease,3.55014
MESH:D002538,Myoclonus,symptom-disease,1.77507
MESH:D000361,Myoclonus,symptom-disease,1.77507
MESH:D016114,Myoclonus,symptom-disease,1.77507
MESH:D008180,Myoclonus,symptom-disease,8.87535
MESH:D005910,Psychomotor_Agitation,symptom-disease,2.24256
MESH:D009101,Psychomotor_Agitation,symptom-disease,2.24256
MESH:D010190,Psychomotor_Agitation,symptom-disease,2.24256
MESH:D008175,Psychomotor_Agitation,symptom-disease,2.24256
MESH:D009190,Psychomotor_Agitation,symptom-disease,2.24256
MESH:D008180,Psychomotor_Agitation,symptom-disease,2.24256
MESH:D009101,Akathisia__Drug-Induced,symptom-disease,6.22182
MESH:D001943,Akathisia__Drug-Induced,symptom-disease,6.22182
MESH:D013274,Akathisia__Drug-Induced,symptom-disease,3.11091
MESH:D010190,Akathisia__Drug-Induced,symptom-disease,3.11091
MESH:D015464,Tremor,symptom-disease,1.73935
MESH:D005910,Tremor,symptom-disease,1.73935
MESH:D008527,Tremor,symptom-disease,1.73935
MESH:D006528,Tremor,symptom-disease,1.73935
MESH:D018288,Tremor,symptom-disease,1.73935
MESH:D009101,Tremor,symptom-disease,5.21806
MESH:D008258,Tremor,symptom-disease,6.95741
MESH:D001943,Tremor,symptom-disease,3.47871
MESH:D010190,Tremor,symptom-disease,1.73935
MESH:D010051,Tremor,symptom-disease,3.47871
MESH:D001260,Tremor,symptom-disease,5.21806
MESH:D002538,Tremor,symptom-disease,10.4361
MESH:D018860,Tremor,symptom-disease,1.73935
MESH:D000741,Tremor,symptom-disease,3.47871
MESH:D013922,Tremor,symptom-disease,1.73935
MESH:D011087,Tremor,symptom-disease,1.73935
MESH:D008180,Tremor,symptom-disease,1.73935
MESH:D054198,Gait_Disorders__Neurologic,symptom-disease,3.48953
MESH:D005910,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D008527,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D006528,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D018288,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D009101,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D020288,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D008175,Gait_Disorders__Neurologic,symptom-disease,10.4686
MESH:D011471,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D001260,Gait_Disorders__Neurologic,symptom-disease,5.2343
MESH:D002538,Gait_Disorders__Neurologic,symptom-disease,3.48953
MESH:D018860,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D010505,Gait_Disorders__Neurologic,symptom-disease,1.74477
MESH:D018288,Gait_Apraxia,symptom-disease,8.25569
MESH:D008175,Gait_Apraxia,symptom-disease,8.25569
MESH:D015470,Meningism,symptom-disease,6.14871
MESH:D008527,Meningism,symptom-disease,6.14871
MESH:D002538,Meningism,symptom-disease,3.07435
MESH:D010505,Meningism,symptom-disease,3.07435
MESH:D008180,Neurobehavioral_Manifestations,symptom-disease,0.370758
MESH:D054198,Apraxias,symptom-disease,2.38377
MESH:D005910,Apraxias,symptom-disease,19.0702
MESH:D009456,Apraxias,symptom-disease,2.38377
MESH:D008175,Apraxias,symptom-disease,2.38377
MESH:D001260,Apraxias,symptom-disease,14.3026
MESH:D002538,Apraxias,symptom-disease,7.15132
MESH:D008180,Apraxias,symptom-disease,4.76755
MESH:D049932,Apraxias,symptom-disease,2.38377
MESH:D005910,Catatonia,symptom-disease,2.70191
MESH:D009101,Catatonia,symptom-disease,5.40381
MESH:D001943,Catatonia,symptom-disease,2.70191
MESH:D002538,Catatonia,symptom-disease,2.70191
MESH:D019851,Catatonia,symptom-disease,2.70191
MESH:D010505,Catatonia,symptom-disease,5.40381
MESH:D008180,Catatonia,symptom-disease,40.5286
MESH:D005910,Language_Disorders,symptom-disease,6.46642
MESH:D008527,Language_Disorders,symptom-disease,3.23321
MESH:D009456,Language_Disorders,symptom-disease,5.38868
MESH:D001943,Language_Disorders,symptom-disease,1.07774
MESH:D012415,Language_Disorders,symptom-disease,1.07774
MESH:D009634,Language_Disorders,symptom-disease,3.23321
MESH:D002538,Language_Disorders,symptom-disease,6.46642
MESH:D009190,Language_Disorders,symptom-disease,1.07774
MESH:D017074,Language_Disorders,symptom-disease,1.07774
MESH:D005910,Agraphia,symptom-disease,23.451
MESH:D002538,Agraphia,symptom-disease,6.70028
MESH:D008180,Agraphia,symptom-disease,3.35014
MESH:D054198,Anomia,symptom-disease,3.4201
MESH:D005910,Anomia,symptom-disease,13.6804
MESH:D002538,Anomia,symptom-disease,6.8402
MESH:D005910,Dyslexia,symptom-disease,5.35494
MESH:D009456,Dyslexia,symptom-disease,10.7099
MESH:D002538,Dyslexia,symptom-disease,2.67747
MESH:D011087,Dyslexia,symptom-disease,2.67747
MESH:D008180,Dyslexia,symptom-disease,2.67747
MESH:D005910,Dyslexia__Acquired,symptom-disease,7.03808
MESH:D009634,Dyslexia__Acquired,symptom-disease,3.51904
MESH:D002538,Dyslexia__Acquired,symptom-disease,3.51904
MESH:D005910,Alexia__Pure,symptom-disease,4.65847
MESH:D054198,Language_Development_Disorders,symptom-disease,4.97313
MESH:D009456,Language_Development_Disorders,symptom-disease,9.94627
MESH:D012415,Language_Development_Disorders,symptom-disease,2.48657
MESH:D009634,Language_Development_Disorders,symptom-disease,2.48657
MESH:D054198,Speech_Disorders,symptom-disease,1.15292
MESH:D015470,Speech_Disorders,symptom-disease,1.15292
MESH:D005910,Speech_Disorders,symptom-disease,9.22333
MESH:D008527,Speech_Disorders,symptom-disease,1.15292
MESH:D006528,Speech_Disorders,symptom-disease,1.15292
MESH:D009456,Speech_Disorders,symptom-disease,6.9175
MESH:D009101,Speech_Disorders,symptom-disease,1.15292
MESH:D008258,Speech_Disorders,symptom-disease,1.15292
MESH:D010190,Speech_Disorders,symptom-disease,1.15292
MESH:D010051,Speech_Disorders,symptom-disease,1.15292
MESH:D008175,Speech_Disorders,symptom-disease,1.15292
MESH:D011471,Speech_Disorders,symptom-disease,1.15292
MESH:D001260,Speech_Disorders,symptom-disease,2.30583
MESH:D002538,Speech_Disorders,symptom-disease,1.15292
MESH:D008180,Speech_Disorders,symptom-disease,3.45875
MESH:D049932,Speech_Disorders,symptom-disease,1.15292
MESH:D054198,Aphasia,symptom-disease,5.43199
MESH:D015464,Aphasia,symptom-disease,1.81066
MESH:D005910,Aphasia,symptom-disease,28.9706
MESH:D009456,Aphasia,symptom-disease,5.43199
MESH:D009101,Aphasia,symptom-disease,3.62132
MESH:D008258,Aphasia,symptom-disease,1.81066
MESH:D046152,Aphasia,symptom-disease,1.81066
MESH:D010190,Aphasia,symptom-disease,1.81066
MESH:D008175,Aphasia,symptom-disease,1.81066
MESH:D001749,Aphasia,symptom-disease,1.81066
MESH:D012415,Aphasia,symptom-disease,1.81066
MESH:D002538,Aphasia,symptom-disease,23.5386
MESH:D000741,Aphasia,symptom-disease,1.81066
MESH:D013922,Aphasia,symptom-disease,1.81066
MESH:D000361,Aphasia,symptom-disease,1.81066
MESH:D011087,Aphasia,symptom-disease,1.81066
MESH:D017681,Aphasia,symptom-disease,1.81066
MESH:D008180,Aphasia,symptom-disease,10.864
MESH:D005910,Aphasia__Broca,symptom-disease,3.11091
MESH:D008258,Aphasia__Broca,symptom-disease,3.11091
MESH:D002538,Aphasia__Broca,symptom-disease,3.11091
MESH:D005910,Aphasia__Wernicke,symptom-disease,3.49532
MESH:D002538,Aphasia__Wernicke,symptom-disease,3.49532
MESH:D019851,Aphasia__Wernicke,symptom-disease,3.49532
MESH:D009456,Articulation_Disorders,symptom-disease,1.88745
MESH:D012415,Articulation_Disorders,symptom-disease,1.88745
MESH:D009634,Articulation_Disorders,symptom-disease,1.88745
MESH:D002538,Articulation_Disorders,symptom-disease,3.7749
MESH:D008180,Articulation_Disorders,symptom-disease,1.88745
MESH:D054198,Dysarthria,symptom-disease,4.05317
MESH:D015464,Dysarthria,symptom-disease,2.02659
MESH:D005910,Dysarthria,symptom-disease,2.02659
MESH:D008527,Dysarthria,symptom-disease,6.07976
MESH:D006528,Dysarthria,symptom-disease,2.02659
MESH:D018288,Dysarthria,symptom-disease,2.02659
MESH:D009456,Dysarthria,symptom-disease,2.02659
MESH:D009101,Dysarthria,symptom-disease,2.02659
MESH:D008258,Dysarthria,symptom-disease,2.02659
MESH:D001943,Dysarthria,symptom-disease,8.10634
MESH:D010051,Dysarthria,symptom-disease,4.05317
MESH:D008175,Dysarthria,symptom-disease,4.05317
MESH:D009634,Dysarthria,symptom-disease,2.02659
MESH:D001260,Dysarthria,symptom-disease,2.02659
MESH:D017074,Dysarthria,symptom-disease,2.02659
MESH:D012415,Echolalia,symptom-disease,4.47615
MESH:D005910,Mutism,symptom-disease,2.9224
MESH:D008527,Mutism,symptom-disease,17.5344
MESH:D008175,Mutism,symptom-disease,2.9224
MESH:D002538,Mutism,symptom-disease,5.84481
MESH:D008180,Mutism,symptom-disease,8.76721
MESH:D009456,Stuttering,symptom-disease,3.32347
MESH:D010051,Stuttering,symptom-disease,3.32347
MESH:D008180,Stuttering,symptom-disease,3.32347
MESH:D054198,Learning_Disorders,symptom-disease,48.5887
MESH:D015464,Learning_Disorders,symptom-disease,1.73531
MESH:D015470,Learning_Disorders,symptom-disease,1.73531
MESH:D005910,Learning_Disorders,symptom-disease,1.73531
MESH:D008527,Learning_Disorders,symptom-disease,10.4119
MESH:D009456,Learning_Disorders,symptom-disease,126.678
MESH:D001943,Learning_Disorders,symptom-disease,1.73531
MESH:D009634,Learning_Disorders,symptom-disease,6.94125
MESH:D002538,Learning_Disorders,symptom-disease,3.47062
MESH:D000741,Learning_Disorders,symptom-disease,1.73531
MESH:D009190,Learning_Disorders,symptom-disease,1.73531
MESH:D016116,Learning_Disorders,symptom-disease,1.73531
MESH:D008180,Learning_Disorders,symptom-disease,13.8825
MESH:D054198,Confusion,symptom-disease,3.0179
MESH:D015464,Confusion,symptom-disease,1.50895
MESH:D015470,Confusion,symptom-disease,3.0179
MESH:D005910,Confusion,symptom-disease,3.0179
MESH:D006528,Confusion,symptom-disease,1.50895
MESH:D018288,Confusion,symptom-disease,6.03579
MESH:D009101,Confusion,symptom-disease,10.5626
